"kieskring","partij","nummer","naam kandidaat","voorletters","voornaam","gender","woonplaats"
"Dordrecht","Lokaal in de Kamer","22","Frieman","H.B.","Henk","m","Tynaarlo"
"Dordrecht","Lokaal in de Kamer","23","Valent-Groot","A.M.","Annette","v","Heerhugowaard"
"Dordrecht","Lokaal in de Kamer","24","de Bree","C.M.","Conny","v","Hoofddorp"
"Dordrecht","Lokaal in de Kamer","25","Barends","R.","Ramon","m","Arnhem"
"Dordrecht","Lokaal in de Kamer","26","Dirkmaat","G.B.","Gijs","m","Heerhugowaard"
"Dordrecht","Lokaal in de Kamer","27","Kloos","C.H.","Casper","m","Vries"
"Dordrecht","JEZUS LEEFT","1","van der Spek","F.I.A.",,,"Giessenburg"
"Dordrecht","JEZUS LEEFT","2","Neyndorff","B.M.C.M.E.",,,"Katwijk"
"Dordrecht","JEZUS LEEFT","3","Vlasman","B.C.",,,"Katwijk"
"Dordrecht","JEZUS LEEFT","4","van Ooijen","J.A.C.",,,"Giessenburg"
"Dordrecht","JEZUS LEEFT","5","de Visser","W.",,,"Gorinchem"
"Dordrecht","JEZUS LEEFT","6","Winters","J.",,,"Gorinchem"
"Dordrecht","StemNL","1","van den Eijnde","M.A.A.","Mario","m","Helmond"
"Dordrecht","StemNL","2","van den Eijnde","D.H.A.","Daniel","m","Helmond"
"Dordrecht","StemNL","3","Ficken","M.","Marcel","m","Rotterdam"
"Dordrecht","StemNL","4","de Wit","W.P.A.J.J.","Willie","m","Odiliapeel"
"Dordrecht","StemNL","5","Hessing","W.","Werner","m","Utrecht"
"Dordrecht","StemNL","6","Fontein","M.L.C.","Mark","m","Nijmegen"
"Dordrecht","StemNL","7","van Herp","J.","Joyce","v","Dordrecht"
"Dordrecht","StemNL","8","Schalk","C.F.","Kees","m","Lisse"
"Dordrecht","StemNL","9","van Rijsingen","M.H.W.","Máry","m","Schijndel"
"Dordrecht","StemNL","10","Aydi","S.","Sami","m","Boskoop"
"Dordrecht","StemNL","11","Post","M.","Maruschka","v","Sint-Michielsgestel"
"Dordrecht","StemNL","12","Goldschmitz","J.A.R.P.","Jolyon","m","'s-Gravenhage"
"Dordrecht","StemNL","13","Nabi","G.R.","Gracia","v","Vlissingen"
"Dordrecht","StemNL","14","Griekspoor","E.","Enzio","m","Papendrecht"
"Dordrecht","StemNL","15","Acosta","M.d.L.","Maria","v","Zandvoort"
"Dordrecht","StemNL","16","Berghuis","A.W.","Arnoud","m","Haren"
"Leiden","VVD","1","Rutte","M.","Mark","m","'s-Gravenhage"
"Leiden","VVD","2","Hennis-Plasschaert","J.A.","Jeanine","v","Nederhorst den Berg"
"Leiden","VVD","3","Zijlstra","H.","Halbe","m","Wassenaar"
"Leiden","VVD","4","van Ark","T.","Tamara","v","Nieuwerkerk aan den IJssel"
"Leiden","VVD","5","Dijkhoff","K.H.D.M.","Klaas","m","Breda"
"Leiden","VVD","6","Dekker","S.","Sander","m","'s-Gravenhage"
"Leiden","VVD","7","Visser","B.","Barbara","v","Zaanstad"
"Leiden","VVD","8","Harbers","M.G.J.","Mark","m","Rotterdam"
"Leiden","VVD","9","ten Broeke","J.H.","Han","m","Hof van Twente"
"Leiden","VVD","10","Azmani","M.","Malik","m","Dalfsen"
"Leiden","VVD","11","Wiersma","A.D.","Dennis","m","Utrecht"
"Leiden","VVD","12","Lodders","W.J.H.","Helma","v","Zeewolde"
"Leiden","VVD","13","van 't Wout","B.","Bas","m","Hoeven"
"Leiden","VVD","14","Becker","B.","Bente","v","'s-Gravenhage"
"Leiden","VVD","15","Duisenberg","P.J.","Pieter","m","'s-Gravenhage"
"Leiden","VVD","16","Hermans","S.T.M.","Sophie","v","Amsterdam"
"Leiden","VVD","17","Mulder","A.","Anne","m","'s-Gravenhage"
"Leiden","VVD","18","de Vries","A.","Aukje","v","Leeuwarden"
"Leiden","VVD","19","Yeşilgöz-Zegerius","D.","Dilan","v","Amsterdam"
"Leiden","VVD","20","Rutte","A.C.L.","Arno","m","Groningen"
"Leiden","VVD","21","Tellegen","O.C.","Ockje","v","'s-Gravenhage"
"Leiden","VVD","22","Koerhuis","D.A.N.","Daniel","m","Tervuren (BE)"
"Leiden","VVD","23","Ziengs","E.","Erik","m","Assen"
"Leiden","VVD","24","Bosman","A.","André","m","Middelburg"
"Leiden","VVD","25","van den Bosch","A.","Albert","m","Zaltbommel"
"Leiden","VVD","26","El Yassini","Z.","Zohair","m","Utrecht"
"Leiden","VVD","27","Dijkstra","R.J.","Remco","m","Lienden"
"Leiden","VVD","28","Wörsdörfer","M.","Martin","m","'s-Gravenhage"
"Leiden","VVD","29","Weverling","A.","Arne","m","Naaldwijk"
"Leiden","VVD","30","Nijkerken-de Haan","C.N.A.","Chantal","v","Schinveld"
"Leiden","VVD","31","Potters","S.C.C.M.","Sjoerd","m","Waalwijk"
"Leiden","VVD","32","van Oosten","F.","Foort","m","Schiedam"
"Leiden","VVD","33","Koopmans","S.M.G.","Sven","m","Hoofddorp"
"Leiden","VVD","34","Middendorp","J.","Jan","m","Amsterdam"
"Leiden","VVD","35","van der Linde","R.E.","Roald","m","Rotterdam"
"Leiden","VVD","36","van Keulen","J.M.","Joost","m","Groningen"
"Leiden","VVD","37","Laan-Geselschap","A.J.M.","Antoinette","v","Rotterdam"
"Leiden","VVD","38","Tielen","J.Z.C.M.","Judith","v","Utrecht"
"Leiden","VVD","39","Veldman","H.S.","Hayke","m","Nijmegen"
"Leiden","VVD","40","Heerema","R.J.","Rudmer","m","Alkmaar"
"Leiden","VVD","41","van Haga","W.R.","Wybren","m","Haarlem"
"Leiden","VVD","42","de Lange","L.A.","Leendert","m","Noordwijk"
"Leiden","VVD","43","van Gent","T.","Tobias","m","Middelburg"
"Leiden","VVD","44","de Veth","A.A.","Jeroen","m","'s-Gravenhage"
"Leiden","VVD","45","Van Wijngaarden","J.","Jeroen","m","Amsterdam"
"Leiden","VVD","46","Aartsen","A.A.","Thierry","m","Breda"
"Leiden","VVD","47","Regterschot","K.","Kelly","v","Landgraaf"
"Leiden","VVD","48","Smals","B.M.G.","Bart","m","Delft"
"Leiden","VVD","49","Pauwels-Paauw","M.S.","Mirjam","v","Ruinen"
"Leiden","VVD","50","Bolkestein","M.N.","Martijn","m","Aerdenhout"
"Leiden","VVD","51","Snoeren","M.A.J.","Mark","m","Nieuwegein"
"Leiden","VVD","52","Heemskerk","J.J.","Jacco","m","Bussum"
"Leiden","VVD","53","Tönjann-Levert","W.E.","Wendelien","v","Oegstgeest"
"Leiden","VVD","54","van Rijn","R.K.","Robert","m","Aalsmeer"
"Leiden","VVD","55","de Reus","J.","Jan","m","Lelystad"
"Leiden","VVD","56","Dral","R.M.","Rosemarijn","v","Oostzaan"
"Leiden","VVD","57","Korting","I.A.","Irene","v","Swifterbant"
"Leiden","VVD","58","Arends-Drijver","K.","Kathy","v","Bergschenhoek"
"Leiden","VVD","59","Lock","K.P.","Krijn","m","Enschede"
"Leiden","VVD","60","Hoekstra","F.","Falco","m","Heerhugowaard"
"Leiden","VVD","61","van Schie","A.G.","André","m","Utrecht"
"Leiden","VVD","62","Struijlaart","E.","Erik","m","Purmerend"
"Leiden","VVD","63","Haseloop-Amsing","T.H.","Tanja","v","Leek"
"Leiden","VVD","64","Jacobs","B.","Barry","m","Bergen op Zoom"
"Leiden","VVD","65","Elbertsen","J.","Jenny","v","Apeldoorn"
"Leiden","VVD","66","van Dijk","S.","Saskia","v","IJsselstein"
"Leiden","VVD","67","Mos","J.","Jasper","m","Dordrecht"
"Leiden","VVD","68","Böcker","B.M.","Linda","v","Delft"
"Leiden","VVD","69","de Rijk","R.H.","Roeland","m","Moskou (RU)"
"Leiden","VVD","70","Welter","Y.","Yvonne","v","Abcoude"
"Leiden","VVD","71","Derks","N.G.","Nick","m","Wijchen"
"Leiden","VVD","72","Joziasse","M.","Miranda","v","Almere"
"Leiden","VVD","73","Bevers","H.","Harry","m","Leeuwarden"
"Leiden","VVD","74","Prins","A.J.","Anja","v","Apeldoorn"
"Leiden","VVD","75","Huisman-Peelen","H.","Hennie","v","Texel"
"Leiden","VVD","76","Bonnevits-de Jong","L.","Laurine","v","Berkel en Rodenrijs"
"Leiden","VVD","77","Lochtenberg","D.S.K.","Dylan","m","Veenendaal"
"Leiden","VVD","78","Larson","C.R.","Crys","v","Ouderkerk aan de Amstel"
"Leiden","VVD","79","Zevenbergen","E.F.A.","Frederik","m","Leiden"
"Leiden","VVD","80","van der Weijden","M.","Maarten","m","Waspik"
"Leiden","Partij van de Arbeid (P.v.d.A.)","1","Asscher","L.F.","Lodewijk","m","Amsterdam"
"Leiden","Partij van de Arbeid (P.v.d.A.)","2","Arib","K.","Khadija","v","Amsterdam"
"Leiden","Partij van de Arbeid (P.v.d.A.)","3","Dijsselbloem","J.R.V.A.","Jeroen","m","Wageningen"
"Leiden","Partij van de Arbeid (P.v.d.A.)","4","Dijksma","S.A.M.","Sharon","v","Enschede"
"Leiden","Partij van de Arbeid (P.v.d.A.)","5","van Dijk","G.J.","Gijs","m","Den Burg"
"Leiden","Partij van de Arbeid (P.v.d.A.)","6","Kuiken","A.H.","Attje","v","Breda"
"Leiden","Partij van de Arbeid (P.v.d.A.)","7","Nijboer","H.","Henk","m","Groningen"
"Leiden","Partij van de Arbeid (P.v.d.A.)","8","van den Hul","K.A.E.","Kirsten","v","'s-Gravenhage"
"Leiden","Partij van de Arbeid (P.v.d.A.)","9","Moorlag","W.J.","William","m","Winsum"
"Leiden","Partij van de Arbeid (P.v.d.A.)","10","Ploumen","E.M.J.","Lilianne","v","Amsterdam"
"Leiden","Partij van de Arbeid (P.v.d.A.)","11","Kerstens","J.W.M.","John","m","Arnhem"
"Leiden","Partij van de Arbeid (P.v.d.A.)","12","de Kock","J.C.M.","Joke","v","Terheijden"
"Leiden","Partij van de Arbeid (P.v.d.A.)","13","Marcouch","A.","Ahmed","m","Amsterdam"
"Leiden","Partij van de Arbeid (P.v.d.A.)","14","Volp","M.J.","Marith","v","Haarlem"
"Leiden","Partij van de Arbeid (P.v.d.A.)","15","Moti","R.","Richard","m","Rotterdam"
"Leiden","Partij van de Arbeid (P.v.d.A.)","16","Yücel","K.","Keklik","v","Deventer"
"Leiden","Partij van de Arbeid (P.v.d.A.)","17","Servaes","M.","Michiel","m","Voorburg"
"Leiden","Partij van de Arbeid (P.v.d.A.)","18","Bozkurt","E.","Emine","v","Zaandam"
"Leiden","Partij van de Arbeid (P.v.d.A.)","19","van der Linde","I.M.","Ilco","m","Amsterdam"
"Leiden","Partij van de Arbeid (P.v.d.A.)","20","Oosterbaan","C.","Christa","v","West-Terschelling"
"Leiden","Partij van de Arbeid (P.v.d.A.)","21","Mohandis","M.","Mohammed","m","Gouda"
"Leiden","Partij van de Arbeid (P.v.d.A.)","22","Ypma","L.","Loes","v","Woerden"
"Leiden","Partij van de Arbeid (P.v.d.A.)","23","Recourt","J.","Jeroen","m","Haarlem"
"Leiden","Partij van de Arbeid (P.v.d.A.)","24","Maij","M.E.","Marit","v","'s-Gravenhage"
"Leiden","Partij van de Arbeid (P.v.d.A.)","25","de Kort","M.V.","Martijn","m","Vught"
"Leiden","Partij van de Arbeid (P.v.d.A.)","26","Roopram","R.D.","Reshma","v","Barendrecht"
"Leiden","Partij van de Arbeid (P.v.d.A.)","27","Hoogland","D.","Duco","m","Rotterdam"
"Leiden","Partij van de Arbeid (P.v.d.A.)","28","Schellekens","G.M.M.","Giselle","v","Nijmegen"
"Leiden","Partij van de Arbeid (P.v.d.A.)","29","de Vries","A.A.","Albert","m","Middelburg"
"Leiden","Partij van de Arbeid (P.v.d.A.)","30","Biemans","M.S.","Mirthe","v","Amsterdam"
"Leiden","Partij van de Arbeid (P.v.d.A.)","31","Brouwer","H.","Harm","m","Eelderwolde"
"Leiden","Partij van de Arbeid (P.v.d.A.)","32","Vos","M.L.","Mei Li","v","Amsterdam"
"Leiden","Partij van de Arbeid (P.v.d.A.)","33","Reinaerts","J.L.H.","Joost","m","Heerlen"
"Leiden","Partij van de Arbeid (P.v.d.A.)","34","Dibi","B.","Bouchra","v","Utrecht"
"Leiden","Partij van de Arbeid (P.v.d.A.)","35","van Drooge","S.W.","Bas","m","Amsterdam"
"Leiden","Partij van de Arbeid (P.v.d.A.)","36","Asante","A.A.","Amma","v","Badhoevedorp"
"Leiden","Partij van de Arbeid (P.v.d.A.)","37","Ünver","E.","Emre","m","Amsterdam"
"Leiden","Partij van de Arbeid (P.v.d.A.)","38","Vermue","J.G.P.","Joyce","v","Schoondijke"
"Leiden","Partij van de Arbeid (P.v.d.A.)","39","van Dekken","T.R.","Tjeerd","m","Groningen"
"Leiden","Partij van de Arbeid (P.v.d.A.)","40","Hedin-Penninx","A.","Anna-Lena","v","Silvolde"
"Leiden","Partij van de Arbeid (P.v.d.A.)","41","Deen","B.","Bob","m","'s-Gravenhage"
"Leiden","Partij van de Arbeid (P.v.d.A.)","42","Vorselman-Derksen","C.H.W.J.","Cindy","v","Assen"
"Leiden","Partij van de Arbeid (P.v.d.A.)","43","Pentenga","F.","Erik","m","Spaarndam"
"Leiden","Partij van de Arbeid (P.v.d.A.)","44","van den Boogaard","A.","Anna","v","Leiden"
"Leiden","Partij van de Arbeid (P.v.d.A.)","45","van Laar","R.P.","Roelof","m","Oegstgeest"
"Leiden","Partij van de Arbeid (P.v.d.A.)","46","Schrofer","T.T.","Tamar","v","Amsterdam"
"Leiden","Partij van de Arbeid (P.v.d.A.)","47","van Houwelingen","H.E.F.","Heino","m","'s-Gravenhage"
"Leiden","Partij van de Arbeid (P.v.d.A.)","48","Mulder","M.A.","Marinka","v","Culemborg"
"Leiden","Partij van de Arbeid (P.v.d.A.)","49","Bolhuis","W.D.","Wimar","m","'s-Gravenhage"
"Leiden","Partij van de Arbeid (P.v.d.A.)","50","Günal-Gezer","S.","Sultan","v","Uden"
"Leiden","Partij van de Arbeid (P.v.d.A.)","51","Staal","J.J.","Jelmer","m","Leeuwarden"
"Leiden","Partij van de Arbeid (P.v.d.A.)","52","Boot","E.","Els","v","Rotterdam"
"Leiden","Partij van de Arbeid (P.v.d.A.)","53","Chahim","M.","Mohammed","m","Helmond"
"Leiden","Partij van de Arbeid (P.v.d.A.)","54","Koenders","P.T.C.","Petra","v","Breda"
"Leiden","Partij van de Arbeid (P.v.d.A.)","55","Breederveld","R.","Roy","m","'s-Gravenhage"
"Leiden","Partij van de Arbeid (P.v.d.A.)","56","Menenti","L.M.E.","Laura","v","'s-Gravenhage"
"Leiden","Partij van de Arbeid (P.v.d.A.)","57","van de Burgt","R.H.M.","Richard","m","Geldrop"
"Leiden","Partij van de Arbeid (P.v.d.A.)","58","Repetur","M.E.","Lou","v","Utrecht"
"Leiden","Partij van de Arbeid (P.v.d.A.)","59","Akrouh","S.","Saami","m","Hilversum"
"Leiden","Partij van de Arbeid (P.v.d.A.)","60","Engbers","A.H.M.G.","Anita","v","Gouda"
"Leiden","Partij van de Arbeid (P.v.d.A.)","61","Ronnes","T.L.","Thomas","m","Amsterdam"
"Leiden","Partij van de Arbeid (P.v.d.A.)","62","Wijntuin","P.M.","Peggy","v","Rotterdam"
"Leiden","Partij van de Arbeid (P.v.d.A.)","63","Brouwers","L.W.L.","Luc","m","Milsbeek"
"Leiden","Partij van de Arbeid (P.v.d.A.)","64","van Zantvoort","A.H.G.","Anja","v","Zoetermeer"
"Leiden","Partij van de Arbeid (P.v.d.A.)","65","Cohen","F.","Fred","m","Amsterdam"
"Leiden","Partij van de Arbeid (P.v.d.A.)","66","Dankert","A.T.","Anne","v","'s-Gravenhage"
"Leiden","Partij van de Arbeid (P.v.d.A.)","67","Bouteibi","H.","Hafid","m","Eindhoven"
"Leiden","Partij van de Arbeid (P.v.d.A.)","68","Voigt","I.","Ivonne","v","Venray"
"Leiden","Partij van de Arbeid (P.v.d.A.)","69","Schuurman Hess","J.N.","Jan","m","Kats"
"Leiden","Partij van de Arbeid (P.v.d.A.)","70","Klomp","B.C.D.","Denise","v","Amsterdam"
"Leiden","Partij van de Arbeid (P.v.d.A.)","71","Keizer","H.M.","Marco","m","Drachten"
"Leiden","Partij van de Arbeid (P.v.d.A.)","72","Houben","T.A.H.","Tirza","v","Roermond"
"Leiden","Partij van de Arbeid (P.v.d.A.)","73","van 't Zelfde","E.R.M.","Eric","m","Schiedam"
"Leiden","Partij van de Arbeid (P.v.d.A.)","74","Doevendans","S.S.","Sandra","v","Amsterdam"
"Leiden","Partij van de Arbeid (P.v.d.A.)","75","de Haan","F.G.","Foppe","m","Nes"
"Leiden","Partij van de Arbeid (P.v.d.A.)","76","Barth","M.A.M.","Marleen","v","Wassenaar"
"Leiden","Partij van de Arbeid (P.v.d.A.)","77","Hillebrand","R.","Ron","m","Leiden"
"Leiden","Partij van de Arbeid (P.v.d.A.)","78","Damen","M.M.","Marleen","v","Leiden"
"Leiden","Partij van de Arbeid (P.v.d.A.)","79","de Jong","A.","Arie","m","Leiden"
"Leiden","Partij van de Arbeid (P.v.d.A.)","80","Oppatja","H.I.P.","Hélène","v","Alphen aan den Rijn"
"Leiden","PVV (Partij voor de Vrijheid)","1","Wilders","G.","Geert","m","'s-Gravenhage"
"Leiden","PVV (Partij voor de Vrijheid)","2","Agema","M.","Fleur","v","'s-Gravenhage"
"Leiden","PVV (Partij voor de Vrijheid)","3","Maeijer","V.","Vicky","v","Krimpen aan den IJssel"
"Leiden","PVV (Partij voor de Vrijheid)","4","Markuszower","G.","Gidi","m","Amstelveen"
"Leiden","PVV (Partij voor de Vrijheid)","5","Fritsma","S.R.","Sietse","m","'s-Gravenhage"
"Leiden","PVV (Partij voor de Vrijheid)","6","Bosma","M.","Martin","m","Amsterdam"
"Leiden","PVV (Partij voor de Vrijheid)","7","Madlener","B.","Barry","m","Rockanje"
"Leiden","PVV (Partij voor de Vrijheid)","8","van Dijck","A.P.C.","Teun","m","'s-Gravenhage"
"Leiden","PVV (Partij voor de Vrijheid)","9","Helder","L.M.J.S.","Lilian","v","Venlo"
"Leiden","PVV (Partij voor de Vrijheid)","10","Beertema","H.J.","Harm","m","Voorburg"
"Leiden","PVV (Partij voor de Vrijheid)","11","de Graaf","M.","Machiel","m","'s-Gravenhage"
"Leiden","PVV (Partij voor de Vrijheid)","12","Graus","D.J.G.","Dion","m","Heerlen"
"Leiden","PVV (Partij voor de Vrijheid)","13","de Roon","R.","Raymond","m","'s-Gravenhage"
"Leiden","PVV (Partij voor de Vrijheid)","14","van Weerdenburg","V.D.D.","Danai","v","Amstelveen"
"Leiden","PVV (Partij voor de Vrijheid)","15","Mulder","E.","Edgar","m","Zwolle"
"Leiden","PVV (Partij voor de Vrijheid)","16","Gerbrands","K.","Karen","v","'s-Gravenhage"
"Leiden","PVV (Partij voor de Vrijheid)","17","de Jong","L.W.E.","Léon","m","'s-Gravenhage"
"Leiden","PVV (Partij voor de Vrijheid)","18","Popken","G.J.F.","Gabriëlle","v","'s-Gravenhage"
"Leiden","PVV (Partij voor de Vrijheid)","19","Kops","A.","Alexander","m","Nijmegen"
"Leiden","PVV (Partij voor de Vrijheid)","20","van Aalst","R.R.","Roy","m","Hengelo"
"Leiden","PVV (Partij voor de Vrijheid)","21","van Dijk","E.","Emiel","m","Gilze"
"Leiden","PVV (Partij voor de Vrijheid)","22","Housmans","R.W.P.E.","Robert","m","Born"
"Leiden","PVV (Partij voor de Vrijheid)","23","Jansen","C.A.","Chris","m","Almere"
"Leiden","PVV (Partij voor de Vrijheid)","24","de Vree","J.H.","Henk","m","Hardinxveld-Giessendam"
"Leiden","PVV (Partij voor de Vrijheid)","25","Aardema","M.","Max","m","Drachten"
"Leiden","PVV (Partij voor de Vrijheid)","26","van Dijk","A.J.A.","Toon","m","Almere"
"Leiden","PVV (Partij voor de Vrijheid)","27","de Winter","D.","Daniëlle","v","'s-Gravenhage"
"Leiden","PVV (Partij voor de Vrijheid)","28","Bezaan","I.A.","Ilse","v","Blaricum"
"Leiden","PVV (Partij voor de Vrijheid)","29","Kardol","J.C.","Joyce","v","Helmond"
"Leiden","PVV (Partij voor de Vrijheid)","30","Vlottes","E.","Elmar","m","Apeldoorn"
"Leiden","PVV (Partij voor de Vrijheid)","31","de Jong","R.G.J.","Rob","m","Haarlem"
"Leiden","PVV (Partij voor de Vrijheid)","32","van Pijkeren","J.","An","v","Bunschoten-Spakenburg"
"Leiden","PVV (Partij voor de Vrijheid)","33","Rijken","J.J.","Jeffrey","m","Pernis Rotterdam"
"Leiden","PVV (Partij voor de Vrijheid)","34","IJssennagger","H.","Han","m","Bilthoven"
"Leiden","PVV (Partij voor de Vrijheid)","35","van Deún","H.","Henk","m","Utrecht"
"Leiden","PVV (Partij voor de Vrijheid)","36","Vermeer","T.F.","Tim","m","'s-Gravenhage"
"Leiden","PVV (Partij voor de Vrijheid)","37","Buitelaar","O.S.J.","Olaf","m","Almere"
"Leiden","PVV (Partij voor de Vrijheid)","38","Dulfer","T.F.","Tessa","v","Papendrecht"
"Leiden","PVV (Partij voor de Vrijheid)","39","Boon","M.C.H.","Maikel","m","Bergen op Zoom"
"Leiden","PVV (Partij voor de Vrijheid)","40","Braam","E.G.T.","Ed","m","Rijswijk"
"Leiden","PVV (Partij voor de Vrijheid)","41","Ludriks","M.S.","Menno","m","Uithoorn"
"Leiden","PVV (Partij voor de Vrijheid)","42","Choenni","N.A.","Nathalie","v","Oosterhout"
"Leiden","PVV (Partij voor de Vrijheid)","43","Roks","L.A.G.","Louis","m","Etten-Leur"
"Leiden","PVV (Partij voor de Vrijheid)","44","Thiadens","F.M.","Folkert","m","Rotterdam"
"Leiden","PVV (Partij voor de Vrijheid)","45","van Hees","E.P.G.","Elias","m","'s-Gravenhage"
"Leiden","PVV (Partij voor de Vrijheid)","46","Kooman","C.V.A.","Caroline","v","Sluiskil"
"Leiden","PVV (Partij voor de Vrijheid)","47","van der Sluijs","D.J.","Dannij","m","Uitgeest"
"Leiden","PVV (Partij voor de Vrijheid)","48","van Hattem","A.W.J.A.","Alexander","m","Steensel"
"Leiden","PVV (Partij voor de Vrijheid)","49","Stuger","O.F.","Olaf","m","Bussum"
"Leiden","PVV (Partij voor de Vrijheid)","50","van Strien","G.A.","Gom","m","Arcen"
"Leiden","SP (Socialistische Partij)","1","Roemer","E.G.M.","Emile","m","Sambeek"
"Leiden","SP (Socialistische Partij)","2","Leijten","R.M.","Renske","v","Haarlem"
"Leiden","SP (Socialistische Partij)","3","Marijnissen","L.M.C.","Lillian","v","Oss"
"Leiden","SP (Socialistische Partij)","4","van Raak","A.A.G.M.","Ronald","m","Amsterdam"
"Leiden","SP (Socialistische Partij)","5","Karabulut","S.","Sadet","v","Amsterdam"
"Leiden","SP (Socialistische Partij)","6","Beckerman","S.M.","Sandra","v","Groningen"
"Leiden","SP (Socialistische Partij)","7","van Nispen","M.","Michiel","m","Breda"
"Leiden","SP (Socialistische Partij)","8","Kwint","J.P.","Peter","m","Amsterdam"
"Leiden","SP (Socialistische Partij)","9","van Kent","B.","Bart","m","'s-Gravenhage"
"Leiden","SP (Socialistische Partij)","10","Laçin","C.","Cem","m","Rotterdam"
"Leiden","SP (Socialistische Partij)","11","Futselaar","F.W.","Frank","m","Zwolle"
"Leiden","SP (Socialistische Partij)","12","Kooiman","C.J.E.","Nine","v","Utrecht"
"Leiden","SP (Socialistische Partij)","13","Hijink","H.P.M.","Maarten","m","Amersfoort"
"Leiden","SP (Socialistische Partij)","14","van Dijk","J.J.","Jasper","m","Amsterdam"
"Leiden","SP (Socialistische Partij)","15","Smaling","E.M.A.","Eric","m","Weesp"
"Leiden","SP (Socialistische Partij)","16","Alkaya","M.Ö.","Mahir","m","Amsterdam"
"Leiden","SP (Socialistische Partij)","17","van Gerven","H.P.J.","Henk","m","Oss"
"Leiden","SP (Socialistische Partij)","18","Olders","D.W.J.","Diederik","m","Rotterdam"
"Leiden","SP (Socialistische Partij)","19","Heerschop","A.H.J.","Ton","m","Tegelen"
"Leiden","SP (Socialistische Partij)","20","Meijer","A.M.","Ad","m","Amersfoort"
"Leiden","SP (Socialistische Partij)","21","Maes","S.A.A.","Bas","m","Breda"
"Leiden","SP (Socialistische Partij)","22","Meyer","R.P.E.","Ron","m","Heerlen"
"Leiden","SP (Socialistische Partij)","23","van Dijk-van Leeuwen","S.Y.","Sun Yoon","v","Rotterdam"
"Leiden","SP (Socialistische Partij)","24","de Wit","D.H.","Daniël","m","Amsterdam"
"Leiden","SP (Socialistische Partij)","25","Peterse","B.","Bert","m","Weert"
"Leiden","SP (Socialistische Partij)","26","Hoekstra","A.J.","Arnout","m","Vlaardingen"
"Leiden","SP (Socialistische Partij)","27","Boerwinkel","E.M.J.","Hans","m","Doetinchem"
"Leiden","SP (Socialistische Partij)","28","Hamerslag","P.H.","Patty","v","'s-Hertogenbosch"
"Leiden","SP (Socialistische Partij)","29","Buskoop","B.","Bram","m","Diemen"
"Leiden","SP (Socialistische Partij)","30","Temmink","N.G.J.","Nicole","v","Amsterdam"
"Leiden","SP (Socialistische Partij)","31","de Ridder","N.","Nina","v","Beverwijk"
"Leiden","SP (Socialistische Partij)","32","van Sluijs","D.","Denise","v","Emmeloord"
"Leiden","SP (Socialistische Partij)","33","Akhiat","A.","Aïsha","v","'s-Gravenhage"
"Leiden","SP (Socialistische Partij)","34","van Gemert","N.M.","Nicole","v","Utrecht"
"Leiden","SP (Socialistische Partij)","35","Dijk","J.P.","Jimmy","m","Groningen"
"Leiden","SP (Socialistische Partij)","36","de Vos","A.","Anita","v","Zonnemaire"
"Leiden","SP (Socialistische Partij)","37","Bekkering","I.H.","Ineke","v","Hoogeveen"
"Leiden","SP (Socialistische Partij)","38","Staarink","I.","Inez","v","Leiden"
"Leiden","SP (Socialistische Partij)","39","Müller","G.J.N.","Nils","m","Warnsveld"
"Leiden","SP (Socialistische Partij)","40","Feenstra","F.","Fenna","v","Sneek"
"Leiden","SP (Socialistische Partij)","41","Olierook","M.W.","Marcel","m","Wijdenes"
"Leiden","SP (Socialistische Partij)","42","ten Heuw","M.A.","Mariska","v","Hengelo (O)"
"Leiden","SP (Socialistische Partij)","43","Helmer-Englebert","R.D.","Renske","v","Nijmegen"
"Leiden","SP (Socialistische Partij)","44","Vliegenthart","A.","Arjan","m","Amsterdam"
"Leiden","SP (Socialistische Partij)","45","van Rossum","L.","Lieke","v","Delft"
"Leiden","SP (Socialistische Partij)","46","van Velzen","K.","Krista","v","'s-Gravenhage"
"Leiden","SP (Socialistische Partij)","47","Baas","J.","Jan","m","Nieuwerkerk aan den IJssel"
"Leiden","SP (Socialistische Partij)","48","van Aelst","R.","Lies","v","Gorinchem"
"Leiden","SP (Socialistische Partij)","49","van Gelderen","R.A.","Roos","v","Leiden"
"Leiden","SP (Socialistische Partij)","50","Poppe","R.J.L.","Remi","m","Vlaardingen"
"Leiden","CDA","1","van Haersma Buma","S.","Sybrand","m","Voorburg"
"Leiden","CDA","2","Keijzer","M.C.G.","Mona","v","Edam-Volendam"
"Leiden","CDA","3","Peters","W.P.H.J.","René","m","Oss"
"Leiden","CDA","4","Omtzigt","P.H.","Pieter","m","Enschede"
"Leiden","CDA","5","van Toorenburg","M.M.","Madeleine","v","Rosmalen"
"Leiden","CDA","6","Knops","R.W.","Raymond","m","Horst aan de Maas"
"Leiden","CDA","7","Heerma","P.E.","Pieter","m","Purmerend"
"Leiden","CDA","8","van der Molen","H.","Harry","m","Leeuwarden"
"Leiden","CDA","9","Bruins Slot","H.G.J.","Hanke","v","Utrecht"
"Leiden","CDA","10","Geurts","J.L.","Jaco","m","Voorthuizen"
"Leiden","CDA","11","Kuik","A.","Anne","v","Groningen"
"Leiden","CDA","12","van Dam","C.J.L.","Chris","m","'s-Gravenhage"
"Leiden","CDA","13","Mulder","A.H.","Agnes","v","Assen"
