"kieskring","partij","nummer","naam kandidaat","voorletters","voornaam","gender","woonplaats"
"Rotterdam","NIEUWE WEGEN","22","Heyser","R.","Roelof","m","Almere"
"Rotterdam","NIEUWE WEGEN","23","van Gessel","R.","Ruud","m","Amsterdam"
"Rotterdam","NIEUWE WEGEN","24","Haak","M.H.D.","Marco","m","Klazienaveen"
"Rotterdam","NIEUWE WEGEN","25","Thiemann","J.H.","John","m","Maastricht"
"Rotterdam","NIEUWE WEGEN","26","Visscher","K.J.J.","Jorik","m","Utrecht"
"Rotterdam","NIEUWE WEGEN","27","Hurtado-Panek","J.","Jana","v","Zoetermeer"
"Rotterdam","NIEUWE WEGEN","28","van der Maas","W.L.","Wim","m","Rotterdam"
"Rotterdam","NIEUWE WEGEN","29","de Boer","S.","Simone","v","Tiel"
"Rotterdam","NIEUWE WEGEN","30","Buchel","L.G.H.","Leo","m","Amsterdam"
"Rotterdam","Forum voor Democratie","1","Baudet","T.H.P.","Thierry","m","Amsterdam"
"Rotterdam","Forum voor Democratie","2","Hiddema","T.U.","Theo","m","Maastricht"
"Rotterdam","Forum voor Democratie","3","Teunissen","S.M.","Susan","v","Utrecht"
"Rotterdam","Forum voor Democratie","4","Otten","H.","Henk","m","Amsterdam"
"Rotterdam","Forum voor Democratie","5","Frentrop","P.M.L.","Paul","m","Bloemendaal"
"Rotterdam","Forum voor Democratie","6","Rooken","R.J.","Rob","m","Muiderberg"
"Rotterdam","Forum voor Democratie","7","Stolze - van Rijn","S.E.","Susan","v","Rotterdam"
"Rotterdam","Forum voor Democratie","8","Reedijk","G.P.","Gert","m","Zwolle"
"Rotterdam","Forum voor Democratie","9","Ramautarsing","Y.J.S.","Yernaz","m","Amsterdam"
"Rotterdam","Forum voor Democratie","10","Brouwer","Z.M.A.","Zlata","v","Hilversum"
"Rotterdam","Forum voor Democratie","11","de Vries","J.W.E.","Jeroen","m","Amsterdam"
"Rotterdam","Forum voor Democratie","12","Legger","A.L.","Arthur","m","Amsterdam"
"Rotterdam","Forum voor Democratie","13","Dieudonné","C.A.","Carola","v","'s-Gravenhage"
"Rotterdam","Forum voor Democratie","14","van Assen","G.J.E.","Godert","m","Bussum"
"Rotterdam","Forum voor Democratie","15","Jeelof","G.W.D.","Geert","m","Oud-Beijerland"
"Rotterdam","Forum voor Democratie","16","Boltjes","L.","Luke","m","Scheemda"
"Rotterdam","Forum voor Democratie","17","Berkhout","F.J.","Freek Jan","m","Utrechtse Heuvelrug"
"Rotterdam","Forum voor Democratie","18","Boon","S.O.","Sander","m","Amsterdam"
"Rotterdam","Forum voor Democratie","19","de Kok","A.","Arjan","m","Noordeinde Gld"
"Rotterdam","Forum voor Democratie","20","de Groot","A.R.","Astrid","v","Heukelum"
"Rotterdam","Forum voor Democratie","21","Berkhout","H.A.","Hugo","m","Amsterdam"
"Rotterdam","Forum voor Democratie","22","Mooijekind","R.A.","Roel","m","Alkmaar"
"Rotterdam","Forum voor Democratie","23","Eldering","C.H.","Kees","m","Roderwolde"
"Rotterdam","Forum voor Democratie","24","Verbrugh","D.J.","Erik","m","Woerden"
"Rotterdam","Forum voor Democratie","25","Koning","S.R.","Saskia","v","Muiderberg"
"Rotterdam","Forum voor Democratie","26","Kerklingh","H.K.","Hemmie","m","Diemen"
"Rotterdam","Forum voor Democratie","27","Velzing","H.","Hendrikus","m","Klazienaveen"
"Rotterdam","Forum voor Democratie","28","van Wely","L.F.A.M.","Loek","m","Tilburg"
"Rotterdam","Forum voor Democratie","29","Ankersmit","F.R.","Frank","m","Glimmen"
"Rotterdam","Forum voor Democratie","30","Cliteur","P.B.","Paul","m","Amsterdam"
"Rotterdam","De Burger Beweging","1","Vlems","A.M.","Ad","m","Boekel"
"Rotterdam","De Burger Beweging","2","de Louw","A.J.H.","Albert","m","Neerpelt (BE)"
"Rotterdam","De Burger Beweging","3","Rozendaal","H.A.","André","m","Horst"
"Rotterdam","De Burger Beweging","4","van der Linde","R.A.","Anita","v","Meppel"
"Rotterdam","De Burger Beweging","5","Siegers","A.K.","Anke","v","Willemsoord"
"Rotterdam","De Burger Beweging","6","Mul","A.M.","Annette","v","Eindhoven"
"Rotterdam","De Burger Beweging","7","Migchels","A.R.P.","Anthony","m","Arnhem"
"Rotterdam","De Burger Beweging","8","Titarsole","A.J.","Augusto","m","Nijmegen"
"Rotterdam","De Burger Beweging","9","Dubling","D.","Dirk","m","Wolvega"
"Rotterdam","De Burger Beweging","10","Ackerman","D.M.","Elovena","v","Pinhel (PT)"
"Rotterdam","De Burger Beweging","11","Holthuis","H.","Erik","m","Amsterdam"
"Rotterdam","De Burger Beweging","12","Bos","S.","Frieda","v","Gieten"
"Rotterdam","De Burger Beweging","13","Vousten","G.J.H.","Geert","m","Amersfoort"
"Rotterdam","De Burger Beweging","14","Vogelaar","G.D.M.","Gio","m","Utrecht"
"Rotterdam","De Burger Beweging","15","Bijl","J.H.","Hanneke","v","Huizen"
"Rotterdam","De Burger Beweging","16","van Steenbergen","J.T.","Hans","m","Breda"
"Rotterdam","De Burger Beweging","17","Schönbeck","H.A.","Hugo","m","Soest"
"Rotterdam","De Burger Beweging","18","Hondema","A.R.","Indi","v","Oppenhuizen"
"Rotterdam","De Burger Beweging","19","Venema","J.","Janita","v","Leeuwarden"
"Rotterdam","De Burger Beweging","20","Ghuijs","J.A.A.M.","Jeroen","m","Zwijndrecht"
"Rotterdam","De Burger Beweging","21","Kirpensteijn","J.J.","Jolanda","v","Amsterdam"
"Rotterdam","De Burger Beweging","22","Wilshaus","J.","Jolanda","v","Bunnik"
"Rotterdam","De Burger Beweging","23","Jansen","C.P.M.","Karina","v","Brunssum"
"Rotterdam","De Burger Beweging","24","Haccou","H.K.","Kitty","v","Valthe"
"Rotterdam","De Burger Beweging","25","van der Vlist","L.","Leo","m","Amsterdam"
"Rotterdam","De Burger Beweging","26","Hupe","L.B.","Lex","m","Purmerend"
"Rotterdam","De Burger Beweging","27","Bervoets","L.F.","Louis","m","Groningen"
"Rotterdam","De Burger Beweging","28","Janssen","M.","Marco","m","Eindhoven"
"Rotterdam","De Burger Beweging","29","Cornielje","M.J.M.","Marielle","v","Nijmegen"
"Rotterdam","De Burger Beweging","30","Lamers","M.R.","Marnix","m","Doorn"
"Rotterdam","De Burger Beweging","31","Hanff","M.J.","Marijke","v","Groesbeek"
"Rotterdam","De Burger Beweging","32","van der Burgt","N.J.","Nina","v","Uden"
"Rotterdam","De Burger Beweging","33","van Vliet","P.J.W.G.","Peter","m","Haren Gn"
"Rotterdam","De Burger Beweging","34","van de Graaf","M.J.","Purusha","v","Olburgen"
"Rotterdam","De Burger Beweging","35","Visser","O.J.","Rene","m","Rotterdam"
"Rotterdam","De Burger Beweging","36","Graafsma","R.A.J.","René","m","Maartensdijk"
"Rotterdam","De Burger Beweging","37","Geelen","R.W.","Robbert","m","Olburgen"
"Rotterdam","De Burger Beweging","38","Swami-Persaud","R.H.","Robert","m","Wijchen"
"Rotterdam","De Burger Beweging","39","Tourgaidis","W.","Roula","v","Amstelveen"
"Rotterdam","De Burger Beweging","40","Zoethout","S.","Sjoerd","m","Spijkenisse"
"Rotterdam","De Burger Beweging","41","Massop","W.G.M.","Wim","m","Almere"
"Rotterdam","Vrijzinnige Partij","1","Klein","N.P.M.","Norbert","m","Hoevelaken"
"Rotterdam","Vrijzinnige Partij","2","Loomans","M.L.P.","Marie-Louise","v","Soest"
"Rotterdam","Vrijzinnige Partij","3","Wienbelt","M.C.","Maarten","m","Heteren"
"Rotterdam","Vrijzinnige Partij","4","Westenberg","A.A.","Artemis","v","Capelle aan den IJssel"
"Rotterdam","Vrijzinnige Partij","5","Haddering","H.","Harry","m","Assen"
"Rotterdam","Vrijzinnige Partij","6","Smit","W.F.","Wouter","m","Duiven"
"Rotterdam","Vrijzinnige Partij","7","Lammers","R.","Ruud","m","Papendrecht"
"Rotterdam","Vrijzinnige Partij","8","Kuijpers","J.G.L.","Gerard","m","Zoetermeer"
"Rotterdam","Vrijzinnige Partij","9","Byrde","Y.A.C.","Yohan","m","Mississauga (CA)"
"Rotterdam","Vrijzinnige Partij","10","Huigens","A.F.J.","Antoon","m","Apeldoorn"
"Rotterdam","Vrijzinnige Partij","11","Seelig","D.A.","Dino","m","Drunen"
"Rotterdam","Vrijzinnige Partij","12","Vorswijk","M.K.","Martin","m","Amsterdam"
"Rotterdam","Vrijzinnige Partij","13","Zandberg","J.G.","Jeroen","m","Voorburg"
"Rotterdam","Vrijzinnige Partij","14","Stassen","L.B.","Lucas","m","Zeist"
"Rotterdam","GeenPeil","1","Dijkgraaf","J.","Jan","m","Eesterga"
"Rotterdam","GeenPeil","2","Dreijer","H.B.E.","Beryl","v","Santpoort-Noord"
"Rotterdam","GeenPeil","3","Aarad","A.","Ahmed","m","'s-Gravenhage"
"Rotterdam","GeenPeil","4","Reijnaers","D.J.W.","Damiaan","m","Diemen"
"Rotterdam","GeenPeil","5","Klaver","C.","Chantal","v","'s-Gravenhage"
"Rotterdam","GeenPeil","6","Akdoğan","A.","Alptekin","m","Houten"
"Rotterdam","GeenPeil","7","de Swart","N.C.","Niels","m","Amsterdam"
"Rotterdam","GeenPeil","8","Riemer","G.J.","Geert-Johan","m","Alkmaar"
"Rotterdam","GeenPeil","9","Groenewoud","V.B.","Vivienne","v","Zeist"
"Rotterdam","GeenPeil","10","Giebels","S.","Sander","m","Zwolle"
"Rotterdam","GeenPeil","11","Bal","A.","Ali","m","Heemskerk"
"Rotterdam","GeenPeil","12","Brante","M.C.","Maarten","m","Amsterdam"
"Rotterdam","GeenPeil","13","de Dood","H.J.M.","Marcel","m","Nieuwerkerk aan den IJssel"
"Rotterdam","GeenPeil","14","de Konink","S.A.M.M.","Stefan","m","Leidschendam"
"Rotterdam","Piratenpartij","1","van de Leest","A.T.","Ancilla","v","Amsterdam"
"Rotterdam","Piratenpartij","2","Pontier","M.A.","Matthijs","m","Amsterdam"
"Rotterdam","Piratenpartij","3","Brouwer","H.A.","Rico","m","Almere"
"Rotterdam","Piratenpartij","4","Straver","A.T.E.","Alex","m","Sauwerd"
"Rotterdam","Piratenpartij","5","Downs-Hovestadt","P.M.H.","Petra","v","Helmond"
"Rotterdam","Piratenpartij","6","Feitsma","T.T.","Tjerk","m","Amstelveen"
"Rotterdam","Piratenpartij","7","Lensink","M.C.","Maarten","m","Tampere (FI)"
"Rotterdam","Piratenpartij","8","Janssen","L.D.","Lars","m","Amsterdam"
"Rotterdam","Piratenpartij","9","Sikkema","G.B.","Bob","m","Enkhuizen"
"Rotterdam","Piratenpartij","10","Dulfer","M.","Michiel","m","Groningen"
"Rotterdam","Piratenpartij","11","Huurman","R.J.","Rogier","m","Utrecht"
"Rotterdam","Piratenpartij","12","Dieleman","B.","Bas","m","Rotterdam"
"Rotterdam","Piratenpartij","13","Peskens","G.L.J.","Gijs","m","Leiden"
"Rotterdam","Piratenpartij","14","Maessen","W.M.M.","Wiel","m","Alem"
"Rotterdam","Piratenpartij","15","Hallegraeff","D.S.","Dylan","m","'s-Gravenhage"
"Rotterdam","Piratenpartij","16","de Jong","J.T.","Joran","m","Uithoorn"
"Rotterdam","Piratenpartij","17","Batstra","J.","Janmaarten","m","Enschede"
"Rotterdam","Piratenpartij","18","van der Velde","V.C.","Vincent","m","Almere"
"Rotterdam","Piratenpartij","19","Wijnans","F.P.E.","Frank","m","Idsegahuizum"
"Rotterdam","Piratenpartij","20","van Oudheusden","L.J.","Leo","m","Groningen"
"Rotterdam","Piratenpartij","21","Kleinpaste","G.J.","Gertjan","m","Dordrecht"
"Rotterdam","Piratenpartij","22","Stubbe","M.","Melvin","m","Winschoten"
"Rotterdam","Piratenpartij","23","Borghuis ook genaamd op de Borg","D.R.","Dave","m","Enschede"
"Rotterdam","Piratenpartij","24","Schönberger","R.A.","Ronald","m","Amsterdam"
"Rotterdam","Piratenpartij","25","van Luxzenburg","E.","Erik","m","Apeldoorn"
"Rotterdam","Piratenpartij","26","Bouyaara","O.","Uzi","m","Utrecht"
"Rotterdam","Piratenpartij","27","van den Dool","C.W.","Wim","m","Puttershoek"
"Rotterdam","Piratenpartij","28","Hofman","E.D.","Ewoud","m","Groningen"
"Rotterdam","Piratenpartij","29","Pasterkamp","J.D.","Jelle Dirk","m","Urk"
"Rotterdam","Piratenpartij","30","van Vuuren","M.","Martin","m","Ridderkerk"
"Rotterdam","Piratenpartij","31","Biesma","A.R.","Arne","m","Amsterdam"
"Rotterdam","Piratenpartij","32","Gautier","J.T.N.","Teun","m","Amsterdam"
"Rotterdam","Piratenpartij","33","van Ravensteijn","L.S.","Loulou","v","Amsterdam"
"Rotterdam","Piratenpartij","34","Ziegler","F.C.","Floor","v","Amsterdam"
"Rotterdam","Piratenpartij","35","Ventevogel","T.C.","Tommy","m","Rotterdam"
"Rotterdam","Piratenpartij","36","Chaudry","K.A.","Khalid Ahmed","m","'s-Gravenhage"
"Rotterdam","Piratenpartij","37","Poot","D.","Dirk","m","Hoeven"
"Rotterdam","Artikel 1","1","Simons","S.H.","Sylvana","v","Ouder-Amstel"
"Rotterdam","Artikel 1","2","Faïd","F.","Fatima","v","'s-Gravenhage"
"Rotterdam","Artikel 1","3","Sins","B.E.","Brigitte","v","Amsterdam"
"Rotterdam","Artikel 1","4","Akhechaa","A.","Adil","m","Amsterdam"
"Rotterdam","Artikel 1","5","van Tricht","J.H.","Jens","m","Amsterdam"
"Rotterdam","Artikel 1","6","van der Kooye","M.I.D.","Ian","m","Diemen"
"Rotterdam","Artikel 1","7","Döll-Osei Ameyaw","P.","Phyllis","v","Amsterdam"
"Rotterdam","Artikel 1","8","van Saarloos","S.C.","Simone","v","Amsterdam"
"Rotterdam","Artikel 1","9","Basabose","O.","Olave","m","Rotterdam"
"Rotterdam","Artikel 1","10","Dekker","M.","Martijn","m","Heemstede"
"Rotterdam","Artikel 1","11","Hernández González","J.","Juanita","v","Strijen"
"Rotterdam","Artikel 1","12","Witte","R.S.B.","Robert","m","Alkmaar"
"Rotterdam","Artikel 1","13","van de Vaate","G.","Gert-Jan","m","Rotterdam"
"Rotterdam","Artikel 1","14","Leito","M.T.","Marianella","v","Amsterdam"
"Rotterdam","Artikel 1","15","van der Veen","J.","Jasper","m","Amsterdam"
"Rotterdam","Artikel 1","16","Bakker","A.M.T.","Annemieke","v","Hilversum"
"Rotterdam","Artikel 1","17","Wertheim","A.R.","Anne-Ruth","v","Amsterdam"
"Rotterdam","Artikel 1","18","Helberg","G.O.","Glenn","m","Amsterdam"
"Rotterdam","Artikel 1","19","Wekker","G.D.","Gloria","v","Amsterdam"
"Rotterdam","Artikel 1","20","Meulenbelt","A.H.","Anja","v","Amsterdam"
"Rotterdam","Niet Stemmers","1","Plasman","J.P.","Peter","m","Amsterdam"
"Rotterdam","Niet Stemmers","2","Plasman","R.","Rijk","m","Amsterdam"
"Rotterdam","Niet Stemmers","3","Plasman","R.","Rits","m","Amsterdam"
"Rotterdam","Niet Stemmers","4","van Vliet","W.","Willem","m","Amsterdam"
"Rotterdam","Niet Stemmers","5","El Farougui","N.","Nihad","v","Amsterdam"
"Rotterdam","Niet Stemmers","6","Rhee","R.P.R.","Remco","m","Haarlem"
"Rotterdam","Niet Stemmers","7","Schwab","M.","Maribel","v","Amsterdam"
"Rotterdam","Niet Stemmers","8","Karga","Y.","Yasemin","v","Amsterdam"
"Rotterdam","Niet Stemmers","9","Konya","S.","Selmi","m","Amsterdam"
"Rotterdam","Niet Stemmers","10","Held","R.A.J.","Rachel","v","Amsterdam"
"Rotterdam","Niet Stemmers","11","Pentinga","C.H.","Carolien","v","Amsterdam"
"Rotterdam","Niet Stemmers","12","Plasman-Van Ligten","J.C.","Judith","v","Amsterdam"
"Rotterdam","Libertarische Partij (LP)","1","Valentine","R.W.","Robert","m","Baarn"
"Rotterdam","Libertarische Partij (LP)","2","Inen","A.Q.","Arno","m","Amsterdam"
"Rotterdam","Libertarische Partij (LP)","3","Bouscher","N.","Nathan","m","Amsterdam"
"Rotterdam","Libertarische Partij (LP)","4","Pailer","S.","Simone","v","'s-Gravenhage"
"Rotterdam","Libertarische Partij (LP)","5","Hampton","M.W.","Mathieu","m","Mierlo"
"Rotterdam","Libertarische Partij (LP)","6","Backhuijs","W.Q.","Quintus","m","Leiden"
"Rotterdam","Libertarische Partij (LP)","7","Wessels","I.","Imre","m","Enter"
"Rotterdam","Libertarische Partij (LP)","8","Knispel","K.J.M.","Karel","m","Westervoort"
"Rotterdam","Libertarische Partij (LP)","9","Wassenaar","K.J.","Klaas","m","Sofia (BG)"
"Rotterdam","Libertarische Partij (LP)","10","van Ginkel","J.G.M.","Juan","m","Waddinxveen"
"Rotterdam","Libertarische Partij (LP)","11","de Vries","A.J.W.","Aike","m","'s-Hertogenbosch"
"Rotterdam","Libertarische Partij (LP)","12","Jansen","N.","Nando","m","Rotterdam"
"Rotterdam","Libertarische Partij (LP)","13","Nagtegaal","S.","Sjors","m","Maarssen"
"Rotterdam","Libertarische Partij (LP)","14","van der Wal","M.","Marinus","m","Kollumerzwaag"
"Rotterdam","Libertarische Partij (LP)","15","Jansma","E.W.","Ewout","m","Groningen"
"Rotterdam","Libertarische Partij (LP)","16","Woudwijk","B.","Bertus","m","Burgum"
"Rotterdam","Libertarische Partij (LP)","17","Koopmans","S.F.P.","Pallieter","m","Wassenaar"
"Rotterdam","Libertarische Partij (LP)","18","Manders","T.T.A.J.","Toine","m","Zoetermeer"
"Rotterdam","Lokaal in de Kamer","1","Heijman","J.H.W.F.","Jan","m","Tilburg"
"Rotterdam","Lokaal in de Kamer","2","van der Starre","J.J.","Jan","m","Heerhugowaard"
"Rotterdam","Lokaal in de Kamer","3","Stultiens","R.M.M.","Ralf","m","Nuenen"
"Rotterdam","Lokaal in de Kamer","4","Leever","J.H.","Jeff","m","Wieringerwerf"
"Rotterdam","Lokaal in de Kamer","5","Kunst-van Suijlekom","G.P.","Denise","v","'s Gravenmoer"
"Rotterdam","Lokaal in de Kamer","6","Kraaijenbrink","R.A.","Rene","m","Zuidlaarderveen"
"Rotterdam","Lokaal in de Kamer","7","Mandersloot","W.J.","Willem Jan","m","Heerhugowaard"
"Rotterdam","Lokaal in de Kamer","8","van Pinxteren","W.F.C.","Wil","m","Haaren"
"Rotterdam","Lokaal in de Kamer","9","Nieuwenhuizen","N.","Nelly","v","Peize"
"Rotterdam","Lokaal in de Kamer","10","de Heer-Seveke","Y.J.P.M.","Yvonne","v","Breda"
"Rotterdam","Lokaal in de Kamer","11","van Ruitenbeek-Schonewille","J.M.","Joke","v","Heerhugowaard"
"Rotterdam","Lokaal in de Kamer","12","El-Khassim","F.","Farid","m","Bergen op Zoom"
"Rotterdam","Lokaal in de Kamer","13","Smit","F.","Frank","m","Bergeijk"
"Rotterdam","Lokaal in de Kamer","14","van der Kraats","A.B.","Diana","v","Westerland"
"Rotterdam","Lokaal in de Kamer","15","van de Sande","M.A.","Rien","m","Rijsbergen"
"Rotterdam","Lokaal in de Kamer","16","Jansen","D.S.C.","Davy","m","Bladel"
"Rotterdam","Lokaal in de Kamer","17","Kwekkeboom","J.A.","Jan","m","Bussum"
"Rotterdam","Lokaal in de Kamer","18","Rosbak","E.R.","Ron","m","Etten-Leur"
"Rotterdam","Lokaal in de Kamer","19","Louis","I.H.","Ilankarajah Hudson","m","Heerhugowaard"
"Rotterdam","Lokaal in de Kamer","20","Bolders","L.M.","Ludo","m","Woensdrecht"
"Rotterdam","Lokaal in de Kamer","21","van der Velde","A.","Ans","v","Eersel"
"Rotterdam","Lokaal in de Kamer","22","Frieman","H.B.","Henk","m","Tynaarlo"
"Rotterdam","Lokaal in de Kamer","23","Valent-Groot","A.M.","Annette","v","Heerhugowaard"
"Rotterdam","Lokaal in de Kamer","24","de Bree","C.M.","Conny","v","Hoofddorp"
"Rotterdam","Lokaal in de Kamer","25","Barends","R.","Ramon","m","Arnhem"
"Rotterdam","Lokaal in de Kamer","26","Dirkmaat","G.B.","Gijs","m","Heerhugowaard"
"Rotterdam","Lokaal in de Kamer","27","Kloos","C.H.","Casper","m","Vries"
"Rotterdam","StemNL","1","van den Eijnde","M.A.A.","Mario","m","Helmond"
"Rotterdam","StemNL","2","van den Eijnde","D.H.A.","Daniel","m","Helmond"
"Rotterdam","StemNL","3","Ficken","M.","Marcel","m","Rotterdam"
"Rotterdam","StemNL","4","de Wit","W.P.A.J.J.","Willie","m","Odiliapeel"
"Rotterdam","StemNL","5","Hessing","W.","Werner","m","Utrecht"
"Rotterdam","StemNL","6","Fontein","M.L.C.","Mark","m","Nijmegen"
"Rotterdam","StemNL","7","van Herp","J.","Joyce","v","Dordrecht"
"Rotterdam","StemNL","8","Schalk","C.F.","Kees","m","Lisse"
"Rotterdam","StemNL","9","van Rijsingen","M.H.W.","Máry","m","Schijndel"
"Rotterdam","StemNL","10","Aydi","S.","Sami","m","Boskoop"
"Rotterdam","StemNL","11","Post","M.","Maruschka","v","Sint-Michielsgestel"
"Rotterdam","StemNL","12","Goldschmitz","J.A.R.P.","Jolyon","m","'s-Gravenhage"
"Rotterdam","StemNL","13","Nabi","G.R.","Gracia","v","Vlissingen"
"Rotterdam","StemNL","14","Griekspoor","E.","Enzio","m","Papendrecht"
"Rotterdam","StemNL","15","Acosta","M.d.L.","Maria","v","Zandvoort"
"Rotterdam","StemNL","16","Berghuis","A.W.","Arnoud","m","Haren"
"Rotterdam","StemNL","17","Dijkstra","J.S.","Jeane","v","Ermelo"
"Rotterdam","StemNL","18","van der Kooij","D.","Duco","m","Vlagtwedde"
"Rotterdam","StemNL","19","Bakker","B.","Brigitte","v","Dordrecht"
"Dordrecht","VVD","1","Rutte","M.","Mark","m","'s-Gravenhage"
"Dordrecht","VVD","2","Hennis-Plasschaert","J.A.","Jeanine","v","Nederhorst den Berg"
"Dordrecht","VVD","3","Zijlstra","H.","Halbe","m","Wassenaar"
"Dordrecht","VVD","4","van Ark","T.","Tamara","v","Nieuwerkerk aan den IJssel"
"Dordrecht","VVD","5","Dijkhoff","K.H.D.M.","Klaas","m","Breda"
"Dordrecht","VVD","6","Dekker","S.","Sander","m","'s-Gravenhage"
"Dordrecht","VVD","7","Visser","B.","Barbara","v","Zaanstad"
"Dordrecht","VVD","8","Harbers","M.G.J.","Mark","m","Rotterdam"
"Dordrecht","VVD","9","ten Broeke","J.H.","Han","m","Hof van Twente"
"Dordrecht","VVD","10","Azmani","M.","Malik","m","Dalfsen"
"Dordrecht","VVD","11","Wiersma","A.D.","Dennis","m","Utrecht"
"Dordrecht","VVD","12","Lodders","W.J.H.","Helma","v","Zeewolde"
"Dordrecht","VVD","13","van 't Wout","B.","Bas","m","Hoeven"
"Dordrecht","VVD","14","Becker","B.","Bente","v","'s-Gravenhage"
"Dordrecht","VVD","15","Duisenberg","P.J.","Pieter","m","'s-Gravenhage"
"Dordrecht","VVD","16","Hermans","S.T.M.","Sophie","v","Amsterdam"
"Dordrecht","VVD","17","Mulder","A.","Anne","m","'s-Gravenhage"
"Dordrecht","VVD","18","de Vries","A.","Aukje","v","Leeuwarden"
"Dordrecht","VVD","19","Yeşilgöz-Zegerius","D.","Dilan","v","Amsterdam"
"Dordrecht","VVD","20","Rutte","A.C.L.","Arno","m","Groningen"
"Dordrecht","VVD","21","Tellegen","O.C.","Ockje","v","'s-Gravenhage"
"Dordrecht","VVD","22","Koerhuis","D.A.N.","Daniel","m","Tervuren (BE)"
"Dordrecht","VVD","23","Ziengs","E.","Erik","m","Assen"
"Dordrecht","VVD","24","Bosman","A.","André","m","Middelburg"
"Dordrecht","VVD","25","van den Bosch","A.","Albert","m","Zaltbommel"
"Dordrecht","VVD","26","El Yassini","Z.","Zohair","m","Utrecht"
"Dordrecht","VVD","27","Dijkstra","R.J.","Remco","m","Lienden"
"Dordrecht","VVD","28","Wörsdörfer","M.","Martin","m","'s-Gravenhage"
"Dordrecht","VVD","29","Weverling","A.","Arne","m","Naaldwijk"
"Dordrecht","VVD","30","Nijkerken-de Haan","C.N.A.","Chantal","v","Schinveld"
"Dordrecht","VVD","31","Potters","S.C.C.M.","Sjoerd","m","Waalwijk"
"Dordrecht","VVD","32","van Oosten","F.","Foort","m","Schiedam"
"Dordrecht","VVD","33","Koopmans","S.M.G.","Sven","m","Hoofddorp"
"Dordrecht","VVD","34","Middendorp","J.","Jan","m","Amsterdam"
"Dordrecht","VVD","35","van der Linde","R.E.","Roald","m","Rotterdam"
"Dordrecht","VVD","36","van Keulen","J.M.","Joost","m","Groningen"
"Dordrecht","VVD","37","Laan-Geselschap","A.J.M.","Antoinette","v","Rotterdam"
